Title,Comment
Graceful Family,"This drama was epic. You guys should definitely watch it.❤️❤️❤️❤️
Now we know how to deal with our enemy (use the seok hui method)😉"
Graceful Family,I recommend this dram to every one who wants to watch strong female lead who isn't acting as man
Graceful Family,"Bgm n First son stole d show i literally sobbed , weeped n cried out aloud wen he commited suicide. Lee kyu.. I will never forget ur role felt sad even though u were a murderer."
Graceful Family,So it was drama's official ost oh my god i love it.
Graceful Family,Superb drama...
Graceful Family,Old woman is so elegant
Graceful Family,Best drama 👌
Graceful Family,"Her nose is so distractive
Cant stop staring at it"
Graceful Family,Love it 😍 I like her attitude
Graceful Family,"This drama is in some another level, no one can guess what will happen"
Graceful Family,This drama is perfect😍😍
Graceful Family,Who is the author of the back view book? And where can i find it?
Devilish Charm,This great
Devilish Charm,I love this show I hate I'm just getting to see this it's full of emotions
Devilish Charm,Where can i watch all episodes plzzzzz anyone tell me🙏🙏🙏🙏😭😭🙏
Devilish Charm,"this actress is gorgeous , she is the most beautiful Korean actress that I have seen, & the actor with her is also handsome, I saw an other drama for him but his co-actress here is the best"
Devilish Charm,Adoro sorte travessa!❤❤❤
Devilish Charm,Can I disown my future husband if he doesn't do this
Devilish Charm,SO CUTEEE❤❤❤❤❤❤❤❤❤❤❤❤❤
Devilish Charm,"Wow, and sad, bt it was fun to watch....at the end, wedding every weekend, bcz he can't remember, its hilarious😂😂😂"
Devilish Charm,الجفاف↗️↗️↗️↗️↗️↗️↗️↗️😭
Devilish Charm,this drama had such a cute and funny ending
Devilish Charm,ممكن اسم المسلسل ده اي
Devilish Charm,He think he slick
Devilish Charm,It’s so obvious he wasn’t really in pain and just wanted to hug her....so cute🙃
Devilish Charm,Hahahahaha so sweet that’s why most of Philippines watching the Korean drama pls try always in translation in English thank you ❤️❤️❤️
Devilish Charm,Did he remember her finally?
Devilish Charm,😂😂😂
Devilish Charm,amo ese dorama
Devilish Charm,This was a fabulous drama
Devilish Charm,Awww They are so cute❤️❤️❤️
Detention,R.I.P. CRYBABY⚘
Detention,"Pero que buena canción por la chucha 💗💗💗 melanie te amo, eres una increíble artista"
Detention,Bro the whole thing is just gravestones😗 I remember it’s just different pictures
Detention,.
Detention,I like how she changed all the thumbnails to represent this body is no longer existing
Detention,Jesse Jo Stark music
Detention,"I love how she's ending this era and making every thumbnail ""RIP crybaby"""
Detention,Now that every one of your videos says rip crybaby I thought Melanie Martinez was dead but she's not😂⚰️🪦
Detention,"I'm not a bad guy
So don't treat me bad if I'm feeling sad, alright?
Please don't be mad if I don't smile back, alright?
If I fuck up my words, don't think I'm absurd, alright?
Alright?
I'm physically exhausted
Tired of my knuckles beating
I'm chewing gum to pass this time of sadness
Can't you see it?
You're too busy seeking selfish wishes
Don't care how I'm feeling
You write me up and say it's love
And I can't believe it
Baby, can you meet me tonight in detention?
I can feel your blood pressure rise, fuck this tension
Let me crawl up into your mind, did I mention?
Pretending everything's alright is detention
De-de-detention
De-de-detention
Pretending everything's alright is (shh)
The teachers don't care about me
Fuck how I feel as long as I make money
They let them do whatever they want to me
They're the customer, I'm chopped meat
I'm chopped meat
I'm physically exhausted
Tired of my knuckles beating
I'm chewing gum to pass this time of sadness
Can't you see it?
You're too busy seeking selfish wishes
Don't care how I'm feeling
You write me up and say it's love
And I can't believe it
Baby, can you meet me tonight in detention?
I can feel your blood pressure rise, fuck this tension
Let me crawl up into your mind, did I mention?
Pretending everything's alright is detention
De-de-detention
De-de-detention
Pretending everything's alright is detention
I wanna go home and you say, ""Now is not the time""
Fuck being all alone in back of the classroom, ah
Start calling up my phone tryna say that I've been out of line
When all I ever asked was to go to the bathroom
Baby, can you meet me tonight in detention?
I can feel your blood pressure rise, fuck this tension
Let me crawl up into your mind, did I mention?
Pretending everything's alright is detention
Tonight, I can feel your blood pressure rise
Let me crawl up into your mind
Pretending everything's alright (is detention)"
Detention,I think the change of all of her thumbnails will be followed with the new album release. I'm excited.
Detention,So close to 1M likes 💗💗
Detention,Wait why did melanie change the thumbnail for all her songs
Detention,so in love with her purple outfit
Detention,❤️❤️❤️❤️❤️❤️❤️
Detention,Que pasó con las portadas? Xq dicen RIP CryBaby?
Detention,Rip cribaby😊
Detention,RIP CRYBABY
Detention,This video is a reality
Detention,Guys is it just me or did she change the thumbnail?
Selena: The Series,We'll all be crying knowing how this series will end.
Selena: The Series,I wouldn’t be able to watch this because I cannot see Christian Serratos as any other character besides Rosita from The Walking Dead. It would be hard to take her seriously playing Selena!
Selena: The Series,"They should have brought back Edward James Olmos as Selena's Father, his performance brought a lot to the table in the movie."
Selena: The Series,"Selena Gomez (Ana De Armas) 
Katy Perry (Jamie Alexander)  
Alejandro Guzman (Jamie Campbell) he killed Selena Gomez she’s dead at Age 22 Years Old"
Selena: The Series,"Why was this series created when a great movie with perfect casting has already been made? This woman looks nothing like Selena and can't act. The tacky wigs, poor acting and ridiculous script is an insult to the legacy of Selena. Please let her rest in peace. 🙏🙏🙏💕"
Selena: The Series,SELENA🕊🕊🕊🕊🕊🕊🕊🕊🕊
Selena: The Series,"Personal opinion, J Lo plays a better Selena. Just watched it again for the first time in years. The resemblance is spooky. I remember the day it happened 😞 I remember the standoff between yulonda and the police. Didn't expect after all these years to cry so much watching this. Her music and smile are forever in my heart."
Selena: The Series,"So I’m not sure if I’ll get banned for this, but being in California and not wanting to spend $293 on ticket made me look into other options. CinemaVariety is wonderful and just for $8/mo."
Selena: The Series,"Her dad got on my FAWKIN NERVES. Her family suffocated the shit out of her. I would have cut my family out, i wouldve took care of them but from a distance because they really suffocated her by treating her like music was her only life! Shit sad and it always ends bad for people who dictate their children’s lives."
Selena: The Series,"Selena não era negra, oxeeee."
Selena: The Series,Meanwhile the killer will be eligible for parole in 2025
Selena: The Series,Nonononono
Selena: The Series,A friend of mine who sang in a band in Baton Rouge met her to sing with her cause Selena was a cool home girl...but she was 'Hit'..look at the design on her black top with the ribbons across her chest in the form of the 5 pointed demon star...God Bless You Sweet Reina..she didn't care what color you were Minorities should stick together..cause there are more brown and black people in this world..Viva la paz!!!! Right on!!!🎼🎹🎶🎉
Selena: The Series,"O livro do Cris que deveria ser a série.
Ele a apoiava em tudo e isso não foi mostrado na série,ficou mesmo aparecendo a imagem que a família Quintanilla tinha dele e não a realidade do fato.
Não mostrou tbm como Selena era forte e teria uma grande personalidade ,ficou parecendo que ela era a que aceitava tudo do pai sem reclamar,coisa impossível para todos os mortais ahahaha"
Selena: The Series,I can sing as bobby brown
Selena: The Series,this is just 1997 the movie
Selena: The Series,That woman looks nothing like Selena.
Selena: The Series,"Selena and Aaliyah, both gone to soon"
Selena: The Series,"The acting was already so good, they should've got a dance double but who looks better in Selena's costumes for Christian because that's where the series is getting ruined."
Selena: The Series,"In my opinion, Christian's portrayal was too sweet and captured Selena's amazing core values and being relatable because she was so easy to reach out to. But I've seen Selena being goofy too. She was sweet but goofy all the time."
Bhaag Beanie Bhaag,"Koi btayga kya , ki last me Arun kya help mangta hai Binny ki frnd ?"
Bhaag Beanie Bhaag,i worked in it as a feature cast in episode 4
Bhaag Beanie Bhaag,Marvelous Mrs Maisel but Bombay?
Bhaag Beanie Bhaag,"How did Netflix miss this. It must not be an actor trying to be standup comedian. It should be Varun, a standup comedian trying to be an Actor. 😂"
Bhaag Beanie Bhaag,This series saved me from my on going existential crisis thanks
Bhaag Beanie Bhaag,NoneSence
Bhaag Beanie Bhaag,Kya babaser bana diya ho ba 😑
Bhaag Beanie Bhaag,Shitty Crap yaaaaahhh thoooo
Bhaag Beanie Bhaag,worst series ever...
Bhaag Beanie Bhaag,Bullshitttt
Bhaag Beanie Bhaag,Bas swara itni comedy mujhse dekhi nahi jaati mere fefde bahar aajayenge
Bhaag Beanie Bhaag,"Okay, this looks like a remake of The Marvellous Mrs. Maisel🙁 Would have liked to see more original content"
Bhaag Beanie Bhaag,See I saw the episodes and I liked it !! Why so many dislikes 😐
Bhaag Beanie Bhaag,episode 4 and at 10th minute . Rest of the seasons do you care??
Bhaag Beanie Bhaag,Dislikes se pata chal gaya is madam ki aukat 🙏
Bhaag Beanie Bhaag,Netflix esse logo ko moka kulyu dete ho nikal ke baar kaeo inki picture ko
Bhaag Beanie Bhaag,Netflix ban this otherwise india will ban Netflix so
Bhaag Beanie Bhaag,People are more upset with Swara than the content. This shows the powerlessness of the bhauktard audience who can't even afford Netflix.
Bhaag Beanie Bhaag,🤣😹
Bhaag Beanie Bhaag,similar to marvelous miss maisel?
Alien Worlds,"As a stoner, I love this show"
Alien Worlds,"OK this has been out since 2020, WHY CAN I NOT BUY A DVD!?!?!  yes, some of us old people (old people with MONEY) still like to OWN physical media!"
Alien Worlds,Really want a second season.
Alien Worlds,Is this supposed to be a documentary?  May I remind you that documentary films are based on observations that are documented?  This has nothing to do with authenticity.  This is plain science fiction lie.  And this floating robot you stole the idea from the Super men movie. Trashcan
Alien Worlds,The guy in this series is a Conspiracy Theorist. He’s a denier. Conspiracy deniers are Conspiracy Theorists.
Alien Worlds,It would be nice if you guys were using practical efforts to make the aliens.
Alien Worlds,"If we get destroyed by AI, then definately they are gonna go after the Aliens on other planets. Lets just hope AI wont take over the galexy by regarding biological creatures as a threat to its survival."
Alien Worlds,"To everyone crying and whining about it showing more Earth than the CGI planets, it's a documentary not a science fiction movie, watch Avatar if you want that. And for the little CGI we get, it looks amazing, I love the quality over quantity. Just deal with it."
Alien Worlds,"The CGI is really good and the alien species look so real. I love that music by the way!
I'm really excited."
Alien Worlds,Great if you want to watch 2 min intervals of what it's supposed to be about then have to skip forward 8 mins of earth guff every episode. Should have just put it in one
Alien Worlds,Loved this miniseries so much! I hope season 2 is in the making.
Alien Worlds,Season 2?
Alien Worlds,PLS SEASON 2
Alien Worlds,Alien Worlds? More like Planet Earth but with Aliens…….one of the most disappointing things to have come out in 2020
Alien Worlds,Aliens taking a gander at earth from ufo: *car lock sound*
Alien Worlds,Where’s season 2?
Alien Worlds,"Sorry I just couldn't get into the show. They keep switching from the CGI world back to our world to show real world examples of trait or behaviour or animal feature and it's just very jarring, they need to stay in the CGI world more like the discovery one that was made years ago."
Alien Worlds,I don’t get it
Alien Worlds,Pls Hindi Dubbed
Alien Worlds,Two important facts we have no correct answers:  Do aliens life exist other solar systems in Miky Way galaxy and how many stars are there in Miky Way galaxy?  I hope someone has the correct answers and wins the Nobel Prize.
Lone Wolf,It’s hard to walk alone but this walk made me strong.
Lone Wolf,💕
Lone Wolf,I'm here and I'm a lone wolf always walked alone I teach myself lead people ain't normal find a way to always succeed and I ain't stopping now nor ever
Lone Wolf,Ngl this is 3yrs ago or more But this music has kept me Strong still 19 But slowly But Surely Im Growing even some dont see me as I am and dont accept me What I Truly Desire。
Lone Wolf,i have gone from a drug addict to studying for a PhD in law. - The Lone Wolf
Lone Wolf,Man I'm so glad I found this I can't wait to see you at inkcarceration!
Lone Wolf,"Sigma's r strongest alone, Hail my kind, very few of us."
Lone Wolf,"Subconsciously in love within 
Writing my own love notes to myself. 
Sharing to the world like a people pleaser
Getting off on giving free wisdom away as it flows into creation."
Lone Wolf,🤘🏻❤️💪🏻
Lone Wolf,I am lone wolf
Lone Wolf,good motivational song 🐺💯
Lone Wolf,"I always been alone, wolf when am home by myself"
Lone Wolf,I’m also a lone wolf
Lone Wolf,"Iam Lone Wolf and i did it all alone!!!
Stand up be bold! be strong! Take the whole responsibility on your own shoulders! Beleive that you are not weak! You are a Lone wolf 🐺🐾🐾"
Lone Wolf,I ment rooof
Lone Wolf,Awoooooo
Lone Wolf,🫳🏼🫴🏽🫳🏼🫴🏽🫳🏼🫴🏽🫳🏼🫴🏽🫳🏼🫳🏼🫴🏽🫳🏼🫴🏽🫳🏼🫳🏼
Lone Wolf,I rather let that dog in heaven before any of you
Lone Wolf,Look at yourselfs before you disrespect that dog
Lone Wolf,What’s a real brother sister
Once Again,"Congratulations ""Once Again"" on reaching 4 million views"
Once Again,rap  gives so much emotion
Once Again,rap when she sing gives another type of vibe
Once Again,I wish there was no rap in this song
Once Again,I fallin love w this song♡
Once Again,Es increíble
Once Again,❤️i love this ost
Once Again,❤❤❤
Once Again,😍😍😍 kim na youngs voice is so beautiful
Once Again,الاغنيه تجننن احلى اغنيه سمعتها
Once Again,틱톡에 엄청 뜨는노래 ㄷㄷ
Once Again,⚽😂
Once Again,This song never fail to make me cry ..
Once Again,1:18 favori kısım
Once Again,"Another proof that ""music has the power to connect us"" even if we don't know the language❤️"
Once Again,I like this song so much...❣️ specially her voice 😍💕
Once Again,1:26
Once Again,absolutely beautiful
Once Again,Nice
Once Again,이 노래 너무 좋아요 😘❤️
The Bachelorette,Should’ve been more men
The Bachelorette,Takes a 2 batchelorette mess to try to replace missing chris harrison.
The Bachelorette,"I never seen before ,2 bachelorette haha"
The Bachelorette,They screwed up I taking Chris Harrison out that was so dumb and ridiculous with this Black Lives Matter anything you say kicks you off the show like you can’t even having an opinion about anything anymore!!!
The Bachelorette,Both ladies is absolutely beautiful
The Bachelorette,"Time now for a recap of Bachelor Nation on ABC and Jesse Palmer the recent host who said he was the bachelor before Clayton Echard as the new ones welcomed Gabby and Rachelle as the bachelorette but Katlin Bristowe was suppose to be the new host as the bachelorette, too. Well, now Deanna Pappas can try to host the bachelorette in the future. Now we all know from Rachel & Gabby where these men will go with The Bachelorettes for two dates."
The Bachelorette,"This is so dumb, watch them fall in love with the same guy 🤦🏽‍♀️"
The Bachelorette,I like Jordan v. He seems pretty confident and he looks adorable with Rachel hopefully he stays long.<3
The Bachelorette,Go Jacob that’s my cousin
The Bachelorette,Aven left his long-term girlfriend just to be on this show smh
The Bachelorette,Awesome show
The Bachelorette,Why are they both white? All the time with this
The Bachelorette,So happy and excited for the ladies i cant wait to watch
The Bachelorette,One guy gets both bachelorettes
The Bachelorette,They all are the same
The Bachelorette,Two times the fun good luck Gabby and Rachel looking forward to this new season of The Bachelorette
The Bachelorette,Didn’t they bang the same dude? 🤪
The Bachelorette,I hope they find love at least for a little while.  Good luck Rachel and Gabby!
The Bachelorette,Who is the guy at :55 seconds? he cute
The Bachelorette,???two?! So Bachelorettes? Yeah. What if they both like the same?!
The Holiday Movies That Made Us,This is an excellent documentary series.
The Holiday Movies That Made Us,Not the same since they change narrators
The Holiday Movies That Made Us,Season 2 I want you to cover Rudolph (1964)
The Holiday Movies That Made Us,"I seriously hope Neflix covers more holiday movies with this show, it's is a wonderful premise, and I'd love to take a deeper look at the making of other holiday classics!"
The Holiday Movies That Made Us,"Honestly, the comments during the Die Hard episode about toxic masculinity is garbage. Also, Lethal Weapon came out a year before Die Hard and yet they act like they invented action without a muscle-bound star at the center, etc. I love Die Hard, but come on ..."
The Holiday Movies That Made Us,"What just 2 episodes??,   I thought we were going to get at least 4 episodes from the last: Movies That Made Us"
The Holiday Movies That Made Us,"The female narrator in this show is so nauseating i had to turn it off, pity cause i wanted to watch it 👎🏻👎🏻👎🏻"
The Holiday Movies That Made Us,"One of the worst edited shows I've seen and it could have been so great. It's like the editor was on PCP and told ""do not let 10 seconds pass without changing the shot or inserting someone else's voice."".  So annoying to watch and barely got through it. Was hoping we were past the worst of the old ""MTV editing"" style but seems this wanted to take the cake."
The Holiday Movies That Made Us,Wtf? The editing was bonkers and the narrator’s voice interrupted people mid sentence to add nothing of value. The actual content was interesting.
The Holiday Movies That Made Us,If only they did the Jim Carry's How The Grinch Stole Christmas episode or maybe The Polar Express.
The Holiday Movies That Made Us,Why the change of narrator?
The Holiday Movies That Made Us,Why not just call it the Christmas movies that made us. It’s not like they’re gonna cover a Hanukkah movie.
The Holiday Movies That Made Us,"In documentary film class day 1, you’re told that when making a documentary, you use voiceover to give you basic facts, then your interview subjects are giving you their unique insight into previously stated facts. It may be formulaic and a bit generic, but if the goal of a documentary is to translate information in a palatable way to people who might not be familiar with the documentary’s subject matter, this formula is hugely effective. This series throws those conventions out of the window in the absolute worst way possible. This is easily one of the most frustrating documentaries I have ever watched- you have one of the most revolutionary movies ever created in Nightmare Before Christmas, with a cast of interviewees who had a big hand in making the thing- and present the information in the absolute most confusing un-digestible way possible. It fees like the director/editor of this documentary were living on a diet exclusively made up of of red bull laced with crushed up Ritalin whilst making this. Like they’ve never heard of the simple technique of giving interview comments a bit of space to breathe so people can, you know, digest what they just heard? 

What you’re left with is an assault of being spoken at at 100 miles per hour for 44 minutes that feel more like an exhausting conversation at a house party at 2am with an irritating person on cocaine telling you their big ideas to open a tequila bar in Miami someday. Netflix, I’ve been an editor for 13 years and am willing to help out on any projects you might be thinking of taking in this direction.
Cheers"
The Holiday Movies That Made Us,The editing is so annoying
The Holiday Movies That Made Us,"What a rip off, two episodes and Elf? Seriously? They choose that movie over a Christmas Story bullshit"
The Holiday Movies That Made Us,"Only 2 episodes, come on Netflix"
The Holiday Movies That Made Us,The editing on this show is so irritating.
The Holiday Movies That Made Us,Netflix should make a documentrie called the baseball cards that made us.
The Holiday Movies That Made Us,"Omgggg, im so excited!!!"
The Holiday Movies That Made Us,"they have a home alone episode on netlfix called the “movies that made us”. along with ghostbusters, die hard, and dirty dancing"
Are You The One,Which AYTO season was your favorite?
Are You The One,Kaylen the type of girl to think that she can “save a guy from himself” then she starts saying “I can’t believe you pushed me” what did you think he was going to do😭😭
Are You The One,gio is so corny
Are You The One,Say what you want about that Guido scalli dude but John was low key abusive and showed red flags straight up. He’s one of those nerdy dude that starts going to the gym and because he starts getting attention from women he thinks he knows how to behave like there’s no one likes you not because you’re nerdy it’s because you’re fucking toxic.
Are You The One,Bro code?
Are You The One,Omg I love when Ryan catches an attitude with these crazies lol
Are You The One,Gio is a PSYCHO
Are You The One,Gio was the worst
Are You The One,What’s funny is that the other guy threw Stephen down 😂
Are You The One,"Gio, that third eye of yours is well behaved. good on you proving that your third eye is bullshit."
Are You The One,Who ended being devins Match again ?!
Are You The One,Devin too funny
Are You The One,Wow Nelson is a snake for that Devin call out!
Are You The One,How you a wolf… or alpha… in some damn flip flops? 😭😭
Are You The One,Nelson is an opp
Are You The One,Who is the buff guy in a blue shirt with golden skin....I need to know his name🥺...can someone plse tell me his name
Are You The One,This fool said “ love octagon”
Are You The One,"Sooooo, Connor was arrested last year for  - best case - statutory r*pe of a 16 year old (he was 31). The news report is a little unclear if it was forcible or not but even if it wasn't it's illegal and gross.

Really sucks bc he has always been one of my favourite cast members. Chelsea and Kayla dodged a bullet with him 😬 Him calling Kayla inappropriate and immature on the show is very ironic though."
Are You The One,Worst people in this shows history are Gio from season 4 and Zak from season 7.
Are You The One,11:55 what did you expect going in the middle of a fight of men looking 6 feet dumbass 😭
Twelve Nights,I Believe that the begin of first episode is the final ❤❤ when they meet again
Twelve Nights,"Fun fact 
The male lead looks like my current crush"
Twelve Nights,I LIKE WINE!
Twelve Nights,They were both in age of youth but  not couples but now here in twelve nights theyre finally a couple..and i notice that in age of youth 2 ep 1 when tgey were filling the car with gas a woman said that the car is driving away and that woman was her mother here in twelve nights😅
Twelve Nights,Song name?
Twelve Nights,Song title?
Twelve Nights,It’s kinda weird cause there both in Hello my twenties
Twelve Nights,Feel in love of his character in my golden life jiho
Twelve Nights,Happy ending or not?
Twelve Nights,너무 설렌다 ㅎㅎ
Twelve Nights,when you watched “Age Of Youth” and then watched “12 Nights” hehe
Twelve Nights,Nice drama
Twelve Nights,What's the name of this drama??
Twelve Nights,"Love this drama  🙈🙊
So romantic and heart warming ✨
And thier fluttering chemistry 💓"
Twelve Nights,What's the name of the song?? Plz
Twelve Nights,Is that movie or drama?
Twelve Nights,xin link phim ạ
Matrimonial Chaos,Every women should be like her brave and daring
Matrimonial Chaos,"These 2 are really good actors. This is one cheating film I could watch. I despise cheaters, but this story seems to real. 🤔"
Matrimonial Chaos,"I stop watching after 6, 7 episodes.. this is why I dont like web series..they make it too much and secret took too long revealed..they add un neccessary part that are not bound to story.."
Matrimonial Chaos,Ok will not watch this movie. Such a trash husband
Matrimonial Chaos,The name?
Matrimonial Chaos,👏👏👏👍🌷💋
Matrimonial Chaos,omg just realized they're on my liberation notes too
Matrimonial Chaos,Son Sukko 👍🙏😃👏👏👏👏
Matrimonial Chaos,Where can I watch Matrimonial Chaos  with Son Suk Ku
Matrimonial Chaos,How great would it have been if she told him that he doesnt need to worry about the baby bc he is not the father. Or that he doesnt need to worry about her and the baby bc her baby deserves a decent father as a role model and she already has found one. 😌
Matrimonial Chaos,"I really like his acting...his expressions are very detail.  such a great actor..i watch too many kdramas but how come i first watch him ni liberation notes...it's been a while after me having a crush on park seo joon, and kim nam gil..."
Matrimonial Chaos,"I just finished watching my liberation notes and now i m obssessed with son seok koo i mean he s a great actor his facial expressions the way he deliver his lines the emotions he gives to each word he says is just on another level he deserves worldwide recongnition he s so talented to the point where u can t get over his acting u keep thinking of him for days and bonus point he s sexy as hell so that contribute to it as well , now i m gonna binge watch all his past work and interviews .... ect wish me speedy recovery 🤣🤣"
Matrimonial Chaos,No no way
Matrimonial Chaos,Now i know why this girl hates him in My Liberation Notes. It is bcos she was his wife but she's worshipping her sister Mi Jeong in MLN. 😂😂😂😅
Matrimonial Chaos,Drama name pleaseeeeeee🇰🇪😭
Matrimonial Chaos,Mr Gu & Gi Jeong 🥰
Matrimonial Chaos,"Oh
U Guys
I would have forgiven him
Seeing him crying
Moved my soul"
Matrimonial Chaos,Okay my liberation note already ended now I want to watch it
Matrimonial Chaos,"Honestly , he could still be the dad ! They dont have to be married or live together for it. LOL"
Matrimonial Chaos,Name of drama n wea to watch it plz?
"Fujoshi, Ukkari Gei ni Kokuru","FOR the end of the story SUMMARY
🎈🖼🎢🎪🎠🎡🎟🎞🎉✨🎆🎇

Episode 6:
Miura confronts Andou. he explains that he wanted to give a try if he could live
as normal but their peers find out Andow is gay. Andou face distance 
and degrading from other male students. His peers refuse to change 
into the gym uniforms in the same room. He walks out to balcony and jumps out and falls.

Episode 7:
Andou decides to come back to the school 
because of Miura’s friendship despite his mother's concern.
She told him that their class had the time to discuss about the gay issues.
But they are uneasy on this feeling.
Andou proclaimed that she is Fujoshi. ""I like BL very much!""
In front of all school students during the school gathering.
Andou jumped up to the stage and gave her a kiss for the sake of saving her embarrassment.
He asks her to visit Mr Farhrenheit (his on-line friend) with him.

Episode 8:
They visit Mr Farhrenheit and find out he passed away.
He was only a junior school boy.
Miura made her peace with Andou at the beach. He also, accepts her as a friend.
He meets his boyfriend and breaks up, at the park.
Miura wanted to show her painting which she took photo of Andow at
the Aquarium previously. He thanks her and felt that is also precious human being.
He and his mother move to Osaka,  to start his new life at college.
Andou and Miura keep their friendship by texting each other."
"Fujoshi, Ukkari Gei ni Kokuru",Thnks u
"Fujoshi, Ukkari Gei ni Kokuru",I think he is finally realised he was truly loved her. And he slowly moved to her and making for his life partner. They are love for each other forever. I know his heart is felt for her that's why he keep relationship with her. That is the conclusion of this drama.
"Fujoshi, Ukkari Gei ni Kokuru",Where can I watch this drama please let me
"Fujoshi, Ukkari Gei ni Kokuru","I just finished this- such an amazing show, one of my favs. I cried tears of happiness at the end, it was so moving. All the characters were well written, Miura and Jun have such a special place in my heart they’re such amazing people."
"Fujoshi, Ukkari Gei ni Kokuru",Where can i watch 6-7-8 eps with eng sub?
"Fujoshi, Ukkari Gei ni Kokuru",bonjour  where can we watch the  6   7  8  episodes please?
"Fujoshi, Ukkari Gei ni Kokuru",thank you for the video. you have really said what i wanted to know about the drama.
"Fujoshi, Ukkari Gei ni Kokuru",I can't find episodes 5-8 T_T
"Fujoshi, Ukkari Gei ni Kokuru",Are they going to finished all the episodes?? There is only 4 episodes
"Fujoshi, Ukkari Gei ni Kokuru",Por favor cuando lo Sub en español? gracias
"Fujoshi, Ukkari Gei ni Kokuru",Where can I watch this?
The Guest,"Thank you very much my lovely fans for your support, please don't forget to subscribe like and SHARE and leave your comments bellow.

Hey guys If you love and want to appreciate us with a token. Click on the link below the description  to enable us make better movies
Paypal:  http://paypal.me/myruthkadiri247"
The Guest,Amazing amazing amazing. Kudos
The Guest,I love Eddie too much to watch him cry 😢my baby looks cute either way sha
The Guest,Dennise and his facial expressions is the star of the show.....I laughed till I cried...
The Guest,"There’s no movie acted by Watson and Ruth that is boring 
I always love to watch their movies always perfect"
The Guest,"Best mother,l cried watching her uniting her family in a loving manner,l pray to be a good mother with good moral, lesson learned, keep it up gal @Ruth kadiri much love from Kenya.🇰🇪"
The Guest,This movie is brilliant
The Guest,This family corrupted BAD so SAD😑😔😔
The Guest,Desmond you and sister's and brother make there mother unhappy for her 🎉 birthday
The Guest,Cythina knows some these sister in laws and brother in laws secrets
The Guest,Eddie watson does pick up for his girlfriend love it
The Guest,Cythina have a PASS with her boyfriend family okkayyy lets see.......
The Guest,Let's continue watching..............
The Guest,Desmond girlfriend is soon arrived
The Guest,Sister not suppose to arguments show LOVE always
The Guest,I agree with Cynthia I will never come back with my daddy’s baby
The Guest,Nice ending 😊
The Guest,Wow this is an educative movie
The Guest,Si things like this happen 🙆🙆🙆🙆🤣
The Guest,Better she choose Desmond becouse he has been there for her
Princess Sarah,Paki upload Ang English dub ng Princess Sarah
Princess Sarah,Qui chante la version japonaise ?
Princess Sarah,J'imagine la réaction de Frances Hodgson Burnett lorsqu'elle a vu cette animation qui était une adaptation d'une de ses œuvres littéraires.
Princess Sarah,Ce générique là est bien plus beau que le français
Princess Sarah,watashi wa ilies desu
Princess Sarah,Ma mère le gâtait depuis qu'elle était tout petit et moi j'adore ce dessin animé je le gaite tout le temps
Princess Sarah,"Même 20 ans après quand j'écoute l'opening ça me donnes des frissons de nostalgie, et l'animé était incroyable."
Princess Sarah,Ah the Nostalgia of this song is making me happy
Princess Sarah,I love this song
Princess Sarah,Wow ca date Mais j’ai regarder une histoire triste et une fin merveilleuse
Princess Sarah,Childhood memories.
Princess Sarah,love sarah 😍😍😍😍😍
Princess Sarah,19/07/2022 18 4
Princess Sarah,Sara at Becky mga anghel sa kadiliman
Princess Sarah,pour la version uniquement instrumentale : https://www.youtube.com/watch?v=E2N3AUyqhog
Princess Sarah,J'avais déjà regardé toute la femme Princesse Sarah et ma maman elle a regardé aussi tout mais c'est pas un vrai J'adore Princesse Sarah c'est trop bien je vous adore bye
Princess Sarah,"Trop belle cette chanson Pluto  ce generique fait plus d""autre video sinon super 😉"
Princess Sarah,Pourquoi c'est pas le même générique en français
Princess Sarah,Met plus de chanson stp hana no sasayaki et ma chanson prefere☺
Princess Sarah,"Notre enfance à tous,et aussi l'enfance de nos parents 💖"
Scent of Love,Oof the childhood🧚🏽‍♂️💅
Scent of Love,for some odd reason this sounds like this would be from jojos bizzare adventure
Scent of Love,💘💖💖💗💗💓💓💋💋💋💋😘😘😘😘😚😚
Scent of Love,Bayonetta 1 has the best soundtrack out of all games you cannot change my mind
Scent of Love,I feel like this is more rosa theamed in everyway or the song balder heard when he saw rosa through witch time ❤
Scent of Love,I don't like romance songs but I'll accept this.
Scent of Love,I want a version sung by Patchy the pirate called Scent of Love - Patchyslot
Scent of Love,"The fact that Bayo got turned into a pachinko abomination makes me sad to no end, but this fucking banger makes up for it"
Scent of Love,Should've just used this as the new theme...
Scent of Love,can we all agree this is a song about jeanne and bayo 🏳️‍🌈
Scent of Love,"""girl that stinks good"""
Scent of Love,"Pretty sure the vocal ""whoa-oh"" you can hear at the very start is the same one from God Hand's Smoking Roll track"
Scent of Love,Suelo jugar el Devil May Cry V escuchándolo esto
Scent of Love,Dance to the beat
Scent of Love,I can listen to this for like an whole hour
Scent of Love,I'm dancing to this music
Scent of Love,Back after the ending of bayonetta 3 💔
Scent of Love,Jeanne and Bayonetta song omg
