id,title,runtime,imdb_id,imdb_score,imdb_votes,IMDb,Rotten Tomatoes
ts83790,The Beauty Inside,68.0,tt8801708,7.6,1889.0,,
ts57811,Fate/Apocrypha,24.0,tt6424454,6.6,2259.0,6.6,47/100
ts85686,The Casketeers,22.0,tt8365054,7.5,450.0,7.5,41/100
ts83360,The Guest,66.0,tt8801670,8.1,1537.0,8.2,53/100
ts95569,Rainbow Rangers,22.0,tt7967882,5.8,187.0,5.4,44/100
ts78590,The Mechanism,47.0,tt6873658,8.0,36077.0,8.4,74/100
ts77520,Mob Psycho 100,24.0,tt7701694,5.2,509.0,5.2,40/100
ts85170,Memories of the Alhambra,68.0,tt8236556,7.8,5363.0,7.8,60/100
ts90594,Barbie: Dreamhouse Adventures,22.0,tt7661472,6.7,525.0,,
ts83502,Ad Vitam,52.0,tt8548830,6.4,1625.0,6.5,50/100
ts85034,Patriot Act with Hasan Minhaj,25.0,tt8080054,8.2,7222.0,8.3,62/100
ts83537,Signs,46.0,tt8917248,6.4,1608.0,6.2,48/100
ts79157,B: The Beginning,25.0,tt7944664,7.1,4803.0,7.2,61/100
ts81918,Sugar Rush,51.0,tt8680560,7.0,1508.0,7.0,51/100
ts56718,El Chapo,44.0,tt6692188,7.8,17992.0,7.8,66/100
ts80959,Sacred Games,50.0,tt10810630,8.6,85088.0,8.6,80/100
ts53693,The Worst Witch,27.0,tt5721172,7.2,2375.0,7.3,53/100
ts75477,The Confession Tapes,43.0,tt7349602,7.5,5340.0,7.5,65/100
ts131579,Thieves of the Wood,47.0,tt5766086,6.8,2533.0,6.8,53/100
ts85175,Girl from Nowhere,44.0,tt8824648,7.6,3979.0,7.7,61/100
ts83071,Afflicted,42.0,tt8792570,5.1,1119.0,5.0,46/100
ts77545,Dope,48.0,tt7782022,7.3,1643.0,7.3,54/100
ts83540,Paradise PD,27.0,tt8235236,6.8,17779.0,6.9,60/100
ts236347,Thus Spoke Kishibe Rohan,24.0,tt13887556,7.6,1131.0,7.7,49/100
ts78206,Welcome to Waikiki,64.0,tt7890304,8.3,2038.0,,
ts84135,The Inmate,53.0,tt8452308,6.9,2641.0,7.0,54/100
ts79026,The Innocents,46.0,tt8021824,6.2,5784.0,6.3,63/100
ts56045,Charité,49.0,tt5337806,7.8,3274.0,7.9,59/100
ts87194,Instant Hotel,49.0,tt9316032,7.3,1482.0,7.3,49/100
ts68146,Myths & Monsters,43.0,tt11279458,7.8,811.0,,
ts76603,Erased,28.0,tt7573686,7.8,3596.0,,
ts84930,The Hook Up Plan,28.0,tt9170638,7.2,5212.0,,
ts78246,Kiss Me First,47.0,tt5730690,6.2,3874.0,6.3,57/100
ts81526,November 13: Attack on Paris,54.0,tt8194716,8.3,3105.0,8.3,63/100
ts81583,Life,64.0,tt8243158,7.6,688.0,7.6,46/100
ts55581,The Bride of Habaek,67.0,tt6385752,7.1,2501.0,,
ts56933,The New Legends of Monkey,25.0,tt6807662,6.4,4308.0,6.5,62/100
ts84645,Medal of Honor,55.0,tt7440274,8.2,1687.0,8.4,55/100
ts74962,True and the Rainbow Kingdom,21.0,tt5607658,7.1,439.0,7.1,45/100
ts79997,Something in the Rain,70.0,tt8078816,8.2,5654.0,8.1,57/100
ts75676,The Velvet Collection,57.0,tt6762348,7.3,1376.0,7.2,54/100
ts58297,The Indian Detective,43.0,tt5797220,6.6,3078.0,6.5,55/100
ts55939,Bonus Family,44.0,tt0869654,2.3,15.0,7.6,50/100
ts86994,Serial Killer with Piers Morgan,47.0,tt7667038,3.8,1394.0,3.8,41/100
ts53264,My Shy Boss,71.0,tt6257622,7.3,1537.0,7.3,53/100
ts309731,Gormiti,11.0,tt9077350,5.3,111.0,6.0,41/100
ts85822,Selection Day,25.0,tt10656928,7.4,2176.0,7.4,55/100
ts80617,The Protector,43.0,tt7668518,6.5,34396.0,6.7,61/100
ts81821,The Queen of Flow,45.0,tt8560918,7.7,1202.0,7.8,53/100
ts82705,Cupcake & Dino - General Services,16.0,tt8697554,7.5,663.0,7.8,42/100
ts321277,Daniel Sloss: Live Shows,60.0,tt8858472,8.5,3387.0,8.6,55/100
ts84646,Warrior,42.0,tt9249090,6.7,1966.0,6.7,48/100
ts56033,Surviving Escobar - Alias JJ,42.0,tt6809396,7.7,985.0,7.9,54/100
ts85515,Bangkok Love Stories 2: Innocence,47.0,tt10438662,6.7,199.0,,
ts70631,Children of the Whales,24.0,tt7484994,7.1,1524.0,7.1,52/100
ts78291,Dogs of Berlin,60.0,tt6839788,7.5,12453.0,7.6,59/100
ts57985,Free Rein,28.0,tt6928052,7.0,2062.0,7.3,53/100
ts80600,Luis Miguel: The Series,56.0,tt8045690,8.0,4556.0,8.0,59/100
ts55232,Cyborg 009: Call of Justice,24.0,tt6921524,5.7,217.0,5.8,41/100
ts79182,Cocaine Coast,67.0,tt6970710,7.9,3696.0,7.9,61/100
ts85967,Bumping Mics with Jeff Ross & Dave Attell,34.0,tt9203078,7.7,1145.0,7.7,50/100
ts78031,Ultraviolet,46.0,tt7514746,7.0,1573.0,7.0,55/100
ts56670,Hot Girls Wanted: Turned On,47.0,tt6333104,6.6,2168.0,6.6,62/100
ts86682,7 Days Out,50.0,tt9315990,6.8,531.0,,
ts75286,Greenhouse Academy,23.0,tt6076336,6.6,5967.0,6.9,59/100
ts82218,Hi Score Girl,27.0,tt8963328,8.0,1952.0,,
ts55978,Samurai Gourmet,22.0,tt6304676,8.1,2053.0,8.1,53/100
ts75341,Final Fantasy XIV: Dad of Light,30.0,tt6497076,7.2,592.0,7.0,51/100
ts83906,Car Masters: Rust to Riches,39.0,tt8893550,8.4,10024.0,8.8,61/100
ts82565,Sparta,53.0,tt6840106,6.6,443.0,6.6,48/100
ts78789,Re: Mind,23.0,tt7332652,4.9,1531.0,,
ts92825,Lego Jurassic World: The Secret Exhibit,22.0,tt9322614,6.2,244.0,,
ts56125,Ingobernable,40.0,tt6495756,7.2,3052.0,,
ts89130,If I Hadn't Met You,52.0,tt8517780,7.7,2283.0,7.7,51/100
ts79660,Creeped Out,25.0,tt7573024,6.5,1826.0,6.6,53/100
ts39016,Girlboss,27.0,tt5706996,7.0,17525.0,7.0,63/100
ts80519,Spy Kids: Mission Critical,25.0,tt6714408,5.2,372.0,4.9,39/100
ts75981,The Royal House of Windsor,49.0,tt6596634,7.3,1541.0,7.3,48/100
ts81318,When Heroes Fly,48.0,tt8220344,7.1,3123.0,7.2,55/100
ts79219,Flint Town,45.0,tt8004578,7.9,3633.0,7.9,64/100
ts79409,A.I.C.O. -Incarnation-,24.0,tt8116380,6.3,1189.0,6.4,47/100
ts53399,Eternal Love,45.0,tt6488862,8.4,2214.0,8.3,54/100
ts90596,Polly Pocket,13.0,tt8673042,5.9,119.0,6.8,45/100
ts77787,Pop Team Epic,23.0,tt7808370,6.9,815.0,6.9,47/100
ts82127,Sirius the Jaeger,23.0,tt8565136,6.7,1883.0,6.8,54/100
ts78353,Misty,71.0,tt7890244,8.1,596.0,,
ts103638,Standup and Away! with Brian Regan,25.0,tt9384194,5.7,390.0,5.8,40/100
ts77034,A Love So Beautiful,41.0,tt8434720,8.0,1386.0,8.1,53/100
ts86949,The A List,27.0,tt9185110,5.5,2787.0,5.5,60/100
ts76511,The Big Family Cooking Showdown,59.0,tt7518558,7.0,665.0,7.0,45/100
ts55348,QB1: Beyond the Lights,32.0,tt5771332,7.7,895.0,7.8,49/100
ts80208,Fugitiva,90.0,tt7158972,5.6,658.0,5.7,39/100
ts82559,Amazing Interiors,26.0,tt8747342,6.6,797.0,6.7,45/100
ts80466,Secret Agent Selection: WW2,59.0,tt8268994,7.8,551.0,7.7,51/100
ts80090,The Piano Forest,26.0,tt8043492,7.1,883.0,7.1,47/100
ts80313,Bobby Kennedy for President,61.0,tt8200004,8.1,1759.0,8.2,62/100
ts90994,Chip and Potato,15.0,tt9897038,6.4,155.0,6.2,36/100
ts84346,Falsa identidad,43.0,tt8598690,7.0,351.0,,
ts84833,Diablero,38.0,tt7414954,6.8,2521.0,6.7,53/100
ts84932,Super Drags,25.0,tt8912244,5.4,1685.0,5.6,47/100
ts81734,Chosen,70.0,tt7317178,5.2,127.0,5.5,39/100
ts1475,Chosen,44.0,tt16492950,4.3,1111.0,5.5,39/100
ts77405,Bad Guys: Vile City,64.0,tt12404980,6.0,29.0,,
ts79679,The Yard,108.0,tt7923832,7.2,1605.0,,
ts80057,Last Hope,24.0,tt8893554,5.8,427.0,5.8,41/100
ts111582,The Platform,45.0,tt8254954,6.2,7.0,7.0,45/100
ts80413,Busted!,75.0,tt8328460,7.6,898.0,7.7,53/100
ts85659,3Below: Tales of Arcadia,22.0,tt7736544,7.7,5927.0,7.7,69/100
ts82298,Familiar Wife,61.0,tt15062636,7.6,937.0,7.6,48/100
ts54050,Ultimate Beastmaster,59.0,tt5706758,7.3,2359.0,7.3,53/100
ts57196,The World's Most Extraordinary Homes,54.0,tt7804132,7.6,3380.0,7.6,56/100
ts77770,Fate/Extra Last Encore,25.0,tt7940468,5.4,772.0,5.4,42/100
ts78913,Live,46.0,tt12094726,8.3,1208.0,8.4,52/100
ts55936,My Secret Romance,52.0,tt6300100,7.2,3108.0,7.1,55/100
ts81944,The Comedy Lineup,18.0,tt8687584,5.9,457.0,5.9,40/100
ts84597,FIGHTWORLD,42.0,tt9047526,7.6,806.0,7.6,49/100
ts76478,Prison Playbook,91.0,tt7622902,8.5,3060.0,8.4,57/100
ts78767,First Team: Juventus,36.0,tt7924812,7.3,2061.0,7.3,48/100
ts85732,The Final Table,43.0,tt5545584,7.6,3989.0,7.7,59/100
ts82875,Switched,39.0,tt8747882,7.1,1402.0,7.1,53/100
ts80059,Trump: An American Dream,55.0,tt7596008,7.2,4003.0,7.2,51/100
ts83814,Undercover Law,57.0,tt8888710,7.2,214.0,,
ts36650,Apaches,67.0,tt6818948,7.0,293.0,7.0,43/100
ts57300,Marlon,21.0,tt5722376,7.0,4056.0,7.1,55/100
ts56636,My Sassy Girl,41.0,tt6175760,6.9,561.0,6.9,43/100
ts84780,Wild District,45.0,tt8105958,8.2,1898.0,8.3,56/100
ts75012,Million Yen Women,30.0,tt6686450,7.6,1794.0,,
ts82296,My ID is Gangnam Beauty,63.0,tt8585954,7.4,3774.0,,
ts57148,Champions,21.0,tt6470396,6.1,3736.0,6.1,57/100
ts83359,100 Days My Prince,75.0,tt8199972,7.8,1938.0,7.7,55/100
ts79330,Girls Incarcerated,45.0,tt8092942,7.3,1073.0,7.3,50/100
ts85202,Brainchild,25.0,tt9203042,8.1,415.0,8.1,47/100
ts81036,The Who Was? Show,25.0,tt7488702,6.8,604.0,6.8,42/100
ts83457,Cleo & Cuquin,7.0,tt7956374,8.0,98.0,8.0,40/100
ts82181,Back Street Girls: Goku Dolls,24.0,tt8693818,6.6,815.0,6.7,40/100
ts53516,Edgar Rice Burroughs' Tarzan and Jane,21.0,tt6216718,4.8,270.0,4.8,39/100
ts112279,Empire Games,49.0,tt8171234,5.8,306.0,5.7,38/100
ts95274,Age of Tanks,54.0,tt8107992,7.3,852.0,7.3,44/100
ts118696,Robot Trains,12.0,tt7216288,6.0,87.0,6.2,40/100
ts82398,My Dead Ex,25.0,tt7428106,7.4,478.0,7.2,47/100
ts116101,Crazy Delicious,51.0,tt7626160,8.9,15.0,6.7,52/100
ts82867,Becoming Champions,45.0,tt8796068,6.7,389.0,6.7,40/100
ts83554,Inside the Criminal Mind,48.0,tt6775794,5.4,986.0,5.5,45/100
ts58442,Live Up To Your Name,69.0,tt7094874,8.0,1224.0,7.9,48/100
ts80030,Fastest Car,45.0,tt8295694,7.1,1324.0,7.2,48/100
ts84977,Terrorism Close Calls,51.0,tt6775816,5.1,688.0,5.2,40/100
ts82424,13 Reasons Why: Beyond the Reasons,42.0,tt8615966,6.2,322.0,6.4,42/100
ts83247,Stay Here,32.0,tt8773338,7.4,1095.0,7.5,50/100
ts80410,Kantaro: The Sweet Tooth Salaryman,30.0,tt6983520,7.6,791.0,7.5,55/100
ts79856,SWORDGAI The Animation,22.0,tt7415066,5.8,907.0,,
ts76509,Beyond Stranger Things,21.0,tt7570990,7.4,1883.0,,
ts90880,44 Cats,15.0,tt9699148,6.1,283.0,6.1,43/100
ts80084,Dragon Pilot: Hisone and Masotan,24.0,tt8528256,6.9,494.0,6.9,44/100
ts86279,Nailed It! Holiday!,36.0,tt8760264,7.7,1086.0,7.7,49/100
ts77467,Terrace House: Opening New Doors,40.0,tt7776244,7.8,952.0,7.8,49/100
ts80042,ReBoot: The Guardian Code,23.0,tt6849940,3.8,1189.0,3.8,43/100
ts75718,Neo Yokio,23.0,tt7343832,5.9,3359.0,5.9,52/100
ts75620,Black,78.0,tt6380900,8.0,3665.0,8.0,63/100
ts76159,Super Monsters,12.0,tt6214876,6.3,411.0,6.5,43/100
ts76793,Shot in the Dark,35.0,tt10478382,8.0,1770.0,8.3,51/100
ts55627,Time: The Kalief Browder Story,22.0,tt6133034,8.5,2641.0,8.5,67/100
ts89067,Love and Fortune,69.0,tt8649316,7.3,547.0,7.0,46/100
ts78145,Drug Lords,45.0,tt7935522,6.8,1305.0,6.8,50/100
ts83407,Follow This,18.0,tt8560884,4.9,710.0,4.9,42/100
ts85953,Paprika,13.0,tt12740488,7.5,26.0,,
ts84799,Victim Number 8,30.0,tt8500086,7.0,1994.0,7.0,47/100
ts83213,The Rise of Phoenixes,45.0,tt7052634,8.4,1477.0,8.6,56/100
ts57291,Unrequited Love,39.0,tt6917420,6.7,10.0,7.3,40/100
ts85810,Al Hayba,45.0,tt8585236,7.5,1201.0,7.4,55/100
ts85276,Hymn of Death,45.0,tt8160064,7.6,1104.0,7.5,50/100
ts85126,The Degenerates,28.0,tt9077196,6.2,666.0,6.2,36/100
ts85217,Motown Magic,17.0,tt8959860,7.9,292.0,7.7,41/100
ts89372,Titipo Titipo,18.0,tt12987396,6.6,19.0,,
ts83489,Blood Pact,60.0,tt6742610,6.7,140.0,,
ts79988,Lost Song,24.0,tt7211600,7.0,375.0,7.2,45/100
ts78692,Rapture,60.0,tt7981052,5.4,11.0,7.2,51/100
ts84782,Larva Island,8.0,tt9077194,6.6,416.0,6.5,43/100
ts82419,Zac & Mia,20.0,tt7487358,7.8,622.0,7.9,52/100
ts95011,Move,25.0,tt9165300,7.5,112.0,,
ts80342,AMO,24.0,tt7218736,6.6,410.0,6.5,47/100
ts80479,Clean with Passion for Now,69.0,tt7981562,7.0,1246.0,,
ts74765,Daughters of Destiny,0.0,tt1877895,8.6,900.0,,
ts90869,Love Daily,18.0,tt7975182,6.2,153.0,6.1,42/100
ts92726,They've Gotta Have Us,59.0,tt9268756,7.7,292.0,,
ts83070,72 Dangerous Animals: Asia,47.0,tt8728268,6.6,517.0,6.6,45/100
ts85618,Prince of Peoria,26.0,tt8001718,5.7,471.0,5.9,45/100
ts81596,Black Crows,39.0,tt7356518,5.4,295.0,5.6,40/100
ts74959,Yummy Mummies,41.0,tt7172230,4.0,673.0,4.1,40/100
ts81485,Ponysitters Club,23.0,tt7692572,6.0,116.0,7.1,33/100
ts82445,Ashes of Love,43.0,tt8976346,8.5,1875.0,8.4,53/100
ts78099,72 Dangerous Animals: Latin America,43.0,tt7909708,6.5,559.0,6.6,47/100
ts85183,Vai Anitta,40.0,tt8961530,5.6,448.0,5.5,35/100
ts84484,Dancing Queen,41.0,tt8882486,6.9,1590.0,7.0,49/100
ts83045,Accidentally In Love,29.0,tt9077184,7.6,1100.0,7.6,51/100
ts78707,The Joel McHale Show with Joel McHale,29.0,tt7895706,7.1,2378.0,7.2,57/100
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,55.0,tt7334894,6.8,1073.0,6.9,53/100
ts79086,Mariposa de barrio,46.0,tt6834120,7.6,238.0,,
ts84200,Best.Worst.Weekend.Ever.,25.0,tt7768010,6.4,297.0,6.4,38/100
ts82500,Treehouse Detectives,24.0,tt8591984,7.6,93.0,7.1,31/100
ts82192,Samantha!,28.0,tt6626676,6.6,513.0,6.7,44/100
ts82323,On Children,100.0,tt8507402,7.2,380.0,7.5,43/100
ts55533,Legend Quest,26.0,tt5038900,7.3,446.0,7.4,43/100
ts82843,The Curious Creations of Christine McConnell,27.0,tt8773080,7.7,2391.0,7.8,62/100
ts75887,Paul Hollywood's Big Continental Road Trip,58.0,tt7936386,7.4,206.0,,
ts90941,"Heidi, bienvenida a casa",46.0,tt7183310,6.2,20.0,6.1,36/100
ts84644,Westside,47.0,tt8693758,6.0,168.0,6.2,42/100
ts83925,Boca Juniors Confidential,43.0,tt8893546,6.3,350.0,6.4,38/100
ts83820,The Judgement,48.0,tt8866904,7.1,95.0,7.1,36/100
ts55484,My Only Love Song,36.0,tt6125832,7.0,647.0,6.9,45/100
ts81856,Borges,24.0,tt7895652,6.2,168.0,,
ts76771,Stretch Armstrong & the Flex Fighters,23.0,tt1379164,6.2,307.0,6.5,42/100
ts84179,Made in Mexico,50.0,tt8871764,3.9,760.0,4.1,32/100
ts79585,Dinotrux: Supercharged,23.0,tt7620702,7.5,94.0,7.2,39/100
ts75750,Revolutionary Love,68.0,tt7340800,6.9,666.0,7.1,42/100
ts76540,Dennis & Gnasher Unleashed!,13.0,tt7081512,7.3,82.0,7.4,31/100
ts84555,The Unknown Hitman: The Story of El Cholo Adrián,49.0,tt6524440,6.7,144.0,7.1,45/100
ts86067,Death by Magic,33.0,tt8887956,6.1,629.0,6.1,41/100
ts82085,Ainori Love Wagon: Asian Journey,27.0,tt11542960,6.8,271.0,6.9,40/100
ts229123,Little Singham,12.0,tt11151836,3.5,91.0,3.6,43/100
ts83204,Million Pound Menu,59.0,tt8488494,6.5,563.0,6.7,53/100
ts83429,Take My Brother Away,46.0,tt8894324,6.7,161.0,7.1,43/100
ts83663,A Taiwanese Tale of Two Cities,68.0,tt8893498,6.1,159.0,6.5,40/100
ts75491,Fire Chasers,58.0,tt7293754,6.6,368.0,6.6,37/100
ts82564,Jimmy: The True Story of a True Idiot,42.0,tt6866914,6.8,77.0,6.8,31/100
ts83430,Smoking,24.0,tt8758778,7.4,456.0,7.5,45/100
ts80859,Here to Heart,45.0,tt8791742,7.5,219.0,7.4,39/100
ts75357,LEGO Elves: Secrets of Elvendale,24.0,tt7322926,6.9,163.0,,
ts79707,Edha,40.0,tt7956274,4.9,632.0,4.8,36/100
ts93947,Wrong Kind of Black,16.0,tt8660874,7.7,148.0,7.6,38/100
ts82631,Monkey Twins,53.0,tt8507498,7.9,92.0,7.9,35/100
ts83025,Baby Ballroom,45.0,tt8159960,7.8,198.0,7.8,39/100
ts84167,Age of Rebellion,83.0,tt8931836,8.6,49.0,8.6,41/100
ts81886,All About the Washingtons,23.0,tt7661368,4.8,708.0,4.5,45/100
ts77219,Part-Time Idol,40.0,tt8835780,6.7,108.0,7.0,33/100
ts82550,The Single Wives,50.0,tt8694342,6.5,73.0,6.8,34/100
ts80445,The Honeymoon Stand Up Special,31.0,tt7698408,6.8,515.0,6.9,51/100
ts75320,A Boy Named Flora A,89.0,tt6284014,7.9,314.0,7.8,43/100
ts57913,Strongest Deliveryman,55.0,tt7022748,7.4,626.0,7.3,44/100
ts82887,The Could've-Gone-All-the-Way Committee,24.0,tt8499662,6.8,102.0,,
ts77011,The Many Faces of Ito,30.0,tt7134506,6.7,244.0,6.4,42/100
ts81632,A House of Blocks,84.0,tt7053684,2.3,137.0,,
ts83710,First and Last,44.0,tt8893502,6.7,421.0,6.7,44/100
ts265844,#ABtalks,68.0,tt12635254,9.6,7.0,,
ts272185,Running Man,11.0,tt11256118,8.4,32.0,,
ts53166,Julie's Greenroom,26.0,tt5779222,8.2,328.0,8.4,43/100
ts57281,All Hail King Julien: Exiled,23.0,tt6865906,7.5,559.0,7.5,45/100
ts87591,Justice: Qalb Al Adala,37.0,tt5338544,5.6,155.0,,
ts80692,REA(L)OVE,45.0,tt8477194,6.6,210.0,,
ts113031,Droppin' Cash: Los Angeles,23.0,tt7983796,3.4,116.0,3.5,30/100
ts75138,Argon,63.0,tt7094798,7.3,261.0,,
ts55576,Buddy Thunderstruck,22.0,tt6591468,7.8,489.0,7.8,45/100
ts76646,Blazing Transfer Students,26.0,tt7931520,7.0,116.0,7.3,41/100
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,32.0,tt8498114,6.4,816.0,6.5,40/100
ts101883,Regiment Diaries,42.0,tt9642576,8.6,80.0,8.8,48/100
ts84985,Robozuna,22.0,tt8454808,6.6,92.0,6.3,30/100
ts86302,Check The Store Next Door,30.0,tt9545904,7.8,129.0,,
ts84038,Battlefish,45.0,tt8893566,7.0,426.0,7.1,43/100
ts74805,A Little Help with Carol Burnett,34.0,tt7204366,6.3,233.0,6.2,43/100
ts119220,The Hollywood Masters,34.0,tt7178034,7.2,86.0,7.3,44/100
ts85250,Kulipari: Dream Walker,19.0,tt9203064,7.7,91.0,7.6,34/100
ts56251,ID-0,24.0,tt7161218,6.2,320.0,6.1,39/100
ts82160,Harvey Street Kids,24.0,tt7758552,6.8,249.0,6.6,36/100
ts54112,Life Plan A and B,80.0,tt7034962,7.8,106.0,7.6,38/100
ts97584,Highland: Thailand's Marijuana Awakening,20.0,tt7201224,6.2,24.0,,
ts80751,The Break with Michelle Wolf,30.0,tt8010342,5.1,1862.0,5.3,46/100
ts57116,Ask the Doctor,28.0,tt7188736,6.5,289.0,6.6,39/100
ts80993,Kibaoh Klashers,24.0,tt7492122,6.3,17.0,6.3,27/100
ts85660,The Sound of Your Heart: Reboot,34.0,tt7885558,5.9,134.0,5.9,33/100
ts119730,Luo Bao Bei,11.0,tt7192414,8.0,38.0,7.6,34/100
ts58061,Memories of Love,44.0,tt8246636,5.9,16.0,,
ts80671,We Speak Dance,22.0,tt7737500,7.5,148.0,7.6,42/100
ts84372,YG Future Strategy Office,27.0,tt8129694,6.9,204.0,7.0,35/100
ts84341,What She Put on the Table,85.0,tt7073222,7.3,30.0,,
ts250172,Afronta!,0.0,tt12467250,7.4,8.0,,
ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,30.0,tt11456582,4.2,9.0,,
ts78444,Luna Petunia Return to Amazia,24.0,tt7924854,4.8,48.0,4.8,31/100
ts86497,Russian Doll,28.0,tt7520794,7.8,88945.0,7.9,82/100
ts216679,Bridgerton,62.0,tt8740790,7.3,122036.0,7.3,79/100
ts87466,Demon Slayer: Kimetsu no Yaiba,25.0,tt9335498,8.7,88265.0,8.7,86/100
ts82915,Sex Education,52.0,tt7767422,8.3,251168.0,8.3,84/100
ts81007,After Life,28.0,tt8398600,8.5,124972.0,8.4,81/100
ts88361,"Love, Death & Robots",13.0,tt9561862,8.4,131937.0,8.5,86/100
ts76645,The Umbrella Academy,52.0,tt1312171,8.0,202522.0,8.0,87/100
ts57327,The Witcher,58.0,tt5180504,8.2,465949.0,8.2,89/100
ts87453,Space Force,30.0,tt9612516,6.7,61739.0,6.7,71/100
ts88613,Formula 1: Drive to Survive,38.0,tt8289930,8.6,36661.0,8.6,74/100
ts89259,The Queen's Gambit,56.0,tt10048342,8.6,406350.0,8.6,92/100
ts89339,Selling Sunset,35.0,tt9817298,6.5,5482.0,6.3,55/100
ts82914,Dead to Me,31.0,tt9889712,8.0,73110.0,8.0,82/100
ts90234,I Think You Should Leave with Tim Robinson,16.0,tt10050772,7.9,11411.0,7.8,81/100
ts81120,The Last Dance,50.0,tt8420184,9.1,108321.0,9.1,86/100
ts224901,The Stranger,45.0,tt9698480,7.3,46564.0,7.3,76/100
ts84146,Emily in Paris,29.0,tt8962124,6.9,84302.0,7.0,68/100
ts221904,Unbelievable,48.0,tt7909970,8.4,95658.0,8.4,84/100
ts82361,ULTRAMAN,24.0,tt8699270,6.8,2025.0,,
ts254656,Jurassic World: Camp Cretaceous,24.0,tt10436228,7.5,7423.0,7.5,69/100
ts89840,Virgin River,44.0,tt9077530,7.4,34797.0,7.4,76/100
ts235655,Outer Banks,49.0,tt10293938,7.5,43404.0,7.6,79/100
ts87953,Locke & Key,48.0,tt3007572,7.4,72031.0,7.4,77/100
ts223986,The Circle,52.0,tt9581768,7.3,6380.0,7.3,70/100
ts252505,Are You Afraid of the Dark?,44.0,tt10473306,7.1,2151.0,,
ts87248,In the Dark,41.0,tt7772602,7.7,10927.0,7.5,69/100
ts103702,Young Wallander,45.0,tt9359220,6.8,11039.0,6.8,57/100
ts80962,Tuca & Bertie,24.0,tt8036272,7.3,6724.0,7.4,72/100
ts225651,Feel Good,25.0,tt10098620,7.5,10317.0,7.5,77/100
ts304505,Love Is Blind,54.0,tt11704040,6.1,7655.0,6.1,65/100
ts287836,Into the Night,36.0,tt10919486,7.1,30746.0,7.1,74/100
ts284800,Criminal: UK,44.0,tt9348692,7.6,17992.0,7.6,65/100
ts235758,Never Have I Ever,28.0,tt10062292,7.8,45346.0,7.9,86/100
ts224303,The Daily Life of the Immortal King,19.0,tt11755260,7.2,1211.0,7.4,53/100
ts242210,The Cursed,62.0,tt11841276,7.1,395.0,,
ts252758,Get Organized with The Home Edit,42.0,tt10834478,5.3,1454.0,4.8,43/100
ts237107,Sweet Magnolias,50.0,tt9077540,7.3,17435.0,7.4,69/100
ts219660,Alice in Borderland,47.0,tt10795658,7.6,47651.0,7.7,67/100
ts95997,Raising Dion,43.0,tt7826108,7.1,14464.0,7.2,71/100
ts55762,Kingdom,48.0,tt6611916,8.3,43760.0,8.4,82/100
ts89564,Black Summer,39.0,tt8923854,6.5,28657.0,6.5,76/100
ts84633,The Promised Neverland,23.0,tt8788458,8.4,34730.0,8.5,81/100
ts88379,Dracula,88.0,tt9165388,6.8,45971.0,6.8,71/100
ts57213,The Dark Crystal: Age of Resistance,51.0,tt6905542,8.4,24164.0,8.4,77/100
ts82913,When They See Us,74.0,tt7137906,8.9,114127.0,8.9,86/100
ts241248,Cocomelon,8.0,tt12427840,4.9,522.0,,
ts80709,Another Life,42.0,tt8369840,5.2,35108.0,5.0,60/100
ts83082,Living with Yourself,26.0,tt8880894,7.2,30134.0,7.2,74/100
ts218569,The Movies That Made Us,47.0,tt10681222,7.6,6147.0,7.8,75/100
ts113842,Giri/Haji,58.0,tt8001106,7.8,13570.0,7.9,64/100
ts223210,Don't F**k with Cats: Hunting an Internet Killer,62.0,tt11318602,8.0,50250.0,8.0,74/100
ts105825,The Valhalla Murders,46.0,tt9100822,7.1,13038.0,7.1,64/100
ts246072,Barbarians,47.0,tt9184986,7.2,23180.0,7.2,62/100
ts219101,Marianne,49.0,tt10875696,7.4,14518.0,7.5,73/100
ts221200,The Haunting of Bly Manor,55.0,tt10970552,7.3,96015.0,7.4,74/100
ts83555,"Roswell, New Mexico",42.0,tt7588054,6.2,11928.0,6.2,70/100
ts88577,Hollywood,50.0,tt9827854,7.5,35067.0,7.5,73/100
ts84661,Cursed,55.0,tt8210856,5.8,29446.0,5.9,67/100
ts105047,To the Lake,43.0,tt9151230,7.2,12456.0,7.3,62/100
ts241486,Pokémon Journeys: The Series,22.0,tt14033496,6.9,472.0,6.4,45/100
ts107724,The Defeated,54.0,tt8879894,7.0,5597.0,,
ts87364,Conversations with a Killer: The Ted Bundy Tapes,59.0,tt9425132,7.8,27439.0,7.8,70/100
ts103133,I Am Not Okay with This,21.0,tt9446688,7.5,56459.0,7.5,77/100
ts227305,Tiger King,44.0,tt11823076,7.5,76961.0,,
ts225522,Unorthodox,54.0,tt7607544,8.0,74118.0,8.0,79/100
ts89210,Warrior Nun,43.0,tt9059350,6.8,29164.0,6.9,68/100
ts104401,Ragnarok,47.0,tt9251798,7.5,36185.0,7.5,74/100
ts83657,The Order,48.0,tt8295472,6.7,27286.0,6.8,74/100
ts222988,Love on the Spectrum,42.0,tt11904786,8.6,5210.0,8.5,59/100
ts90729,Away,50.0,tt8787802,6.6,23706.0,6.6,67/100
